,2020-12-31,2019-12-31,2019-06-30,2018-06-30
Total Liab,148448076.0,175377516.0,77167270.0,4276462.0
Total Stockholder Equity,940060768.0,427465478.0,311552399.0,73237174.0
Minority Interest,146168140.0,294653627.0,143214479.0,1907540.0
Other Current Liab,8057972.0,1497200.0,303729.0,657471.0
Total Assets,1234676984.0,897496621.0,531934148.0,79421176.0
Common Stock,732929135.0,315501048.0,275938304.0,103105128.0
Retained Earnings,187927099.0,92757906.0,36253532.0,-29272456.0
Other Liab,58595728.0,56573123.0,29936299.0,285057.0
Good Will,55404895.0,55404895.0,29219349.0,
Treasury Stock,19204534.0,19206524.0,-639437.0,-595498.0
Other Assets,39868209.0,9014394.0,4459072.0,242045.0
Cash,351445322.0,49820013.0,49002977.0,806574.0
Total Current Liabilities,57709491.0,58137726.0,47230971.0,3991405.0
Short Long Term Debt,12857143.0,4333333.0,,
Other Stockholder Equity,19204534.0,19206524.0,-639437.0,-595498.0
Property Plant Equipment,600763595.0,628516578.0,340090494.0,26627634.0
Total Current Assets,538640285.0,204560754.0,108204497.0,2551472.0
Net Tangible Assets,884655873.0,372060583.0,282333050.0,73237174.0
Net Receivables,117758937.0,97208882.0,46935830.0,387412.0
Long Term Debt,32142857.0,60666667.0,,
Inventory,61285049.0,56238558.0,8917474.0,588843.0
Accounts Payable,33633284.0,50156272.0,39228037.0,2533155.0
Other Current Assets,,,3348216.0,500422.0
Long Term Investments,,,49960736.0,50000025.0
