,2020-06-27,2019-06-29,2018-06-30,2017-07-01
Change To Liabilities,69700000.0,32700000.0,91600000.0,-11800000.0
Total Cashflows From Investing Activities,-67900000.0,-90500000.0,-241200000.0,-101200000.0
Net Borrowings,-311800000.0,-43300000.0,36300000.0,-25900000.0
Total Cash From Financing Activities,-264800000.0,-158400000.0,-71800000.0,-129000000.0
Change To Operating Activities,5900000.0,-4100000.0,7000000.0,-4100000.0
Issuance Of Stock,160500000.0,160500000.0,160500000.0,160500000.0
Net Income,110200000.0,139300000.0,128300000.0,101800000.0
Change In Cash,277600000.0,-7700000.0,-4700000.0,4300000.0
Effect Of Exchange Rate,-400000.0,300000.0,-100000.0,-100000.0
Total Cash From Operating Activities,610700000.0,240900000.0,308400000.0,234500000.0
Depreciation,236100000.0,56300000.0,55100000.0,52400000.0
Dividends Paid,-56200000.0,-96700000.0,-87000000.0,-76000000.0
Change To Inventory,57800000.0,-14700000.0,-37000000.0,20400000.0
Change To Account Receivables,10600000.0,-13800000.0,19600000.0,100000.0
Other Cashflows From Financing Activities,-57300000.0,-18400000.0,-21100000.0,-27100000.0
Change To Netincome,55300000.0,26400000.0,14300000.0,62000000.0
Capital Expenditures,-68400000.0,-89800000.0,-107100000.0,-102100000.0
Investments,,-700000.0,-300000.0,-300000.0
